,person,total,view_complete_tran,noview_complete_tran,gender,age,became_member_on,income,receive,rec_bogo,rec_discount,rec_informational,comp,view_comp,noview_comp,vc_bogo,vc_discount,vc_informational,ae264e3637204a6fb9bb56bc8210ddfd,4d5c57ea9a6940dd891ad53e9dbe8da0,3f207df678b143eea3cee63160fa8bed,9b98b8c7a33c4b65b9aebfe6a799e6d9,0b1e1539f2cc45b7b9fa7c272da2e1d7,2298d6c36e964ae4a3e7e9706d1fb8c2,fafdcd668e3743c1bb461111dcafc2a4,5a8bc65990b245e5a138643cd4eb9837,f19421c1d4aa40978ebb69ca19b0e20d,2906b810c7d4411798c6938adc9daaa5
8160,7b044f4a5a4d4a62a356f3bd4aae6c69,240.77,60.78,179.99,F,40,736129,52000.0,6,4,2,0,6,4,2,3,1,0,1,0,0,0,0,0,1,0,2,0
8161,7b08d79bc4104676b792f80ea4aeb332,15.94,0.0,15.94,F,88,736622,55000.0,5,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8162,7b0f4835144346f189e3dddfac46efed,47.23,7.13,40.1,M,19,735740,67000.0,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8163,7b0fe46288a44fb98514bbcd83db3c6c,75.66,21.76,53.9,M,52,736654,56000.0,4,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8164,7b0feb2ed3d340ceadb37a19e884c382,130.3,24.46,105.84,F,56,736268,81000.0,3,0,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8165,7b15f6c17d194e3bbb6ab48bd20c8a48,219.22,40.53,178.69,M,70,736200,119000.0,3,0,2,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
8166,7b16ed6d6af641b48ff87971211ee60f,171.55,80.75,90.8,M,48,736447,53000.0,6,3,2,1,5,5,0,3,2,0,1,2,0,0,0,1,1,0,0,0
8167,7b1af561e4654f41a6f33d9df4651b0e,36.46,3.77,32.69,F,59,736170,41000.0,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8168,7b1b0b6cbce6475ebb6c8945c29cd79f,14.2,7.35,6.85,M,50,736642,53000.0,4,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8169,7b1e090edcd34615a6063d21dd90c7dd,4.81,0.0,4.81,M,57,736717,55000.0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8170,7b1e717070724a7c8d5422dd04abf78a,7.58,0.0,7.58,,118,736073,,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8171,7b221e9580134a8aac4f31f7562f079d,55.73,43.1,12.63,F,64,736686,75000.0,4,2,0,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0
8172,7b22cfa199094dafb728bc210cf0909a,178.0,37.24,140.76,M,66,736680,70000.0,6,1,2,3,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1
8173,7b249c93b5194a65911b9851729caa4b,121.66,21.51,100.15,F,76,736119,64000.0,4,1,3,0,4,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
8174,7b25c32a41fe421dafe15366b093fdd1,8.84,0.0,8.84,,118,736625,,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8175,7b262b5d16eb491e8681f2e44106d70e,32.91,0.0,32.91,M,62,736690,60000.0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8176,7b28112f90184eec8c38f7d7b2052a9d,130.68,107.94,22.74,M,61,736551,31000.0,5,4,0,1,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0
8177,7b28acaeabb6479a82d9dfa4a0e7a9e1,160.36,56.71,103.65,F,48,736595,62000.0,5,1,2,2,3,3,0,1,2,0,1,0,0,0,1,1,0,0,0,0
8178,7b2939e61c324b2087328c4b6fee2632,210.38,39.86,170.52,F,78,736683,92000.0,4,1,2,1,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
8179,7b29e39112d44169991068b354ebc3c9,9.88,0.0,9.88,,118,736710,,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8180,7b3013395130445e86119ed2ced29284,195.57,47.64,147.93,F,70,736403,58000.0,6,3,2,1,4,4,0,2,2,0,0,0,0,1,0,2,0,0,1,0
8181,7b30262eef3d4ea69aa84fa09aee70ed,3.05,0.0,3.05,,118,736693,,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8182,7b32b3085ad540a58482c091b1dca914,10.86,0.0,10.86,,118,736623,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,7b32d67348b6462fad4f0f59ee3bd8af,121.04,12.68,108.36,F,56,736486,118000.0,5,2,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8184,7b3739a66500477c8cc59e0e708f185c,7.66,0.0,7.66,M,27,736650,66000.0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8185,7b3a3c6a202a43d487286aa6681a00ac,11.01,0.0,11.01,M,20,736868,52000.0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8186,7b3aaef71abf4aa0b4e9c920c7f1940e,275.2,97.58,177.62,F,53,736096,98000.0,5,4,1,0,5,4,1,3,1,0,2,1,0,0,0,0,0,0,0,1
8187,7b3b36fdf2da4b9485571026a4c1a128,31.01,0.0,31.01,M,66,736622,69000.0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8188,7b3b8100d6444861803cefc6b13c9a43,4.32,0.0,4.32,,118,736656,,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8189,7b3dbbd8313d47a588535e26b9e3ae5d,59.45,4.74,54.71,M,19,735344,43000.0,3,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8190,7b42b5bbe237406aaf2748a09050f745,57.64,13.56,44.08,F,67,735080,58000.0,4,2,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8191,7b43ed93020a45128170e3bf491652dd,98.64,37.01,61.63,F,48,736498,67000.0,3,2,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1
8192,7b47ee92e2f640adb32f2116291f1643,8.18,0.0,8.18,M,63,736893,51000.0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8193,7b4acaf2040e4c9baacc4ec45f47091f,7.76,0.0,7.76,M,71,736621,46000.0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8194,7b4e445f110c475b9f6d22175fb60e5a,122.07,49.69,72.38,F,38,736265,59000.0,2,1,1,0,2,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0
8195,7b52863118c2444ba6e9ab332f70c1bd,346.69,112.35,234.34,M,58,736009,103000.0,5,2,3,0,5,4,1,1,3,0,1,0,0,0,1,0,1,0,0,1
8196,7b53d7ddc0d64a929d216857837bdab6,288.15,110.63,177.52,F,70,735961,95000.0,6,1,3,2,4,4,0,1,3,0,0,1,0,0,1,1,0,0,0,1
8197,7b566bc827bf4cc8bf4ceccee470731d,9.54,0.0,9.54,M,37,736830,32000.0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8198,7b58f6fe0a654970a4299a84fc36d8be,104.99,0.0,104.99,M,31,736734,42000.0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,7b5cb84db67d455ab4a8e970677f7dce,120.76,47.87,72.89,M,40,736357,80000.0,5,2,2,1,4,4,0,2,2,0,0,0,0,0,0,0,2,0,2,0
8200,7b5e5ed968fe4cdfac14223e3ee4b8de,23.31,0.0,23.31,,118,735734,,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8201,7b617719add74bb4a161376cf419c023,26.78,26.78,0.0,M,51,736695,70000.0,5,2,3,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
8202,7b68d6af2973442584f5ac4e116ab369,176.83,35.8,141.03,F,66,736525,74000.0,3,1,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1
8203,7b6f942b3a5c48ebab92b47f4608e171,24.61,3.33,21.28,M,43,736604,34000.0,5,2,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8204,7b74e68b25754abb968231adc71c7e3a,55.17,40.33,14.84,M,76,736761,118000.0,5,2,0,3,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
8205,7b7f2e6d79f8480a9872535c492adec9,133.33,0.0,133.33,M,54,736440,69000.0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8206,7b83fb0794de40ea850c6c6653fcf244,132.52,8.55,123.97,M,56,736186,63000.0,5,2,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
8207,7b864e6e295f4b4b8da46f9f43ef673e,68.1,13.5,54.6,M,31,735754,37000.0,5,2,3,0,3,3,0,0,3,0,0,0,0,0,0,0,2,0,0,1
8208,7b88b4c2198a4bfabf062d2c28d94514,68.48,29.97,38.51,M,47,736481,64000.0,4,2,1,1,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0
8209,7b8d950572954f79b8f47809099c77e9,114.31,21.6,92.71,F,71,736887,100000.0,6,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8210,7b943337ec0547bd8967e111d1b794d4,247.76,48.04,199.72,F,48,736398,47000.0,4,3,0,1,3,3,0,3,0,0,2,0,0,0,0,0,0,0,1,0
8211,7b979f53512747b4a195dd7bf0867010,10.37,0.0,10.37,F,60,736797,69000.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,7b9d17a806b840ea9ca60c4fc83d9a9f,256.08,71.54,184.54,F,58,736631,81000.0,6,1,4,1,5,3,2,0,3,0,0,0,0,0,0,2,0,0,0,1
8213,7b9ecafad61242e5a1bc2177fe97f09b,33.18,0.0,33.18,M,69,736739,48000.0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,7b9f34e773b8420ba7a254db36a147ed,249.57,59.9,189.67,F,50,736553,74000.0,3,3,0,0,3,3,0,3,0,0,0,1,0,1,0,0,0,0,1,0
8215,7ba2327c339f4081b2a94293df048b4d,273.28,39.52,233.76,M,49,736274,66000.0,6,2,4,0,6,3,3,2,1,0,1,1,0,0,0,1,0,0,0,0
8216,7ba3599e588744af8c0f51d135b35d4d,141.08,40.58,100.5,M,51,735864,76000.0,5,2,1,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0
8217,7bb31864f78149fdb3eb9d49d05b3b1c,51.7,5.81,45.89,F,40,735232,47000.0,5,2,3,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0
8218,7bbc25282b1c4f07a2c2bf2495b0f252,26.62,26.62,0.0,F,70,736740,92000.0,4,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8219,7bbd5819b029482b84527d5982ab51ff,7.85,0.0,7.85,M,87,736715,42000.0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8220,7bbf4459bc914a1497ff5c264d95f1ba,175.97,51.9,124.07,F,51,736302,65000.0,4,3,0,1,3,3,0,3,0,0,0,1,0,1,0,0,0,0,1,0
8221,7bc09afcd2424080830fb57d2483c8ca,40.69,0.0,40.69,M,57,736573,86000.0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8222,7bc193b923044908a09dcb938151de01,195.06,0.0,195.06,F,57,735876,79000.0,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8223,7bc2214e63aa472cbb0a23d4e6877298,12.12,0.0,12.12,,118,736667,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8224,7bc77922ea884ca0a795810918b2e833,215.6,67.81,147.79,M,56,736464,93000.0,5,2,2,1,3,3,0,1,2,0,0,0,0,0,0,1,0,0,1,1
8225,7bd0d9a569a74eb3949955b4548f34db,18.57,0.0,18.57,M,69,736881,61000.0,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226,7bd1351f0f364e33a81e1e2736397a25,44.52,6.42,38.1,F,24,735697,52000.0,3,1,2,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8227,7bd149ccf9af497fa01366cf2237f568,6.66,0.0,6.66,F,45,736571,33000.0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8228,7bd5b229cf21400e90c42f2d7976ffa4,13.79,5.13,8.66,,118,736570,,4,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8229,7bd5eb568781460c9d49a2a3e3e59494,80.33,12.4,67.93,F,63,736377,45000.0,4,0,3,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
8230,7bdde8f906304a2f8c497f9d7474d8bd,5.22,0.0,5.22,,118,736732,,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8231,7bdffd5958b345c89b2d48544c9c6917,55.9,0.0,55.9,M,54,735678,58000.0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8232,7be179f1e5374a198adde3ca4efb894b,221.77,37.62,184.15,F,71,736212,113000.0,4,2,1,1,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0
8233,7be1a8232b6246fca072ff64f43d5863,51.17,51.17,0.0,M,68,736205,107000.0,4,1,1,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0
8234,7be5dd52d7d540429299a9ee454774e7,89.75,6.23,83.52,M,47,736414,71000.0,6,2,4,0,3,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0
8235,7be78ebad1ac4467bbe93813fe0b7d28,40.26,4.94,35.32,M,67,735278,52000.0,6,2,4,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8236,7be9450df7d045f1b7bf07991a193315,21.04,0.0,21.04,M,23,736812,54000.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8237,7be982d4b27645bea95eeb8f71fb5ec0,142.55,49.01,93.54,M,68,736047,50000.0,6,3,1,2,4,4,0,3,1,0,1,1,0,0,0,0,1,0,1,0
8238,7bf4db64845f45fd82b12b3dde653427,24.6,5.55,19.05,F,33,736759,54000.0,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8239,7bf785bb8b6c4a5bb14815ca85ceb87b,181.32,13.71,167.61,M,33,735987,55000.0,5,1,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8240,7bf9c60b5ed84997869b1cd220de1149,47.38,1.9,45.48,M,48,735768,68000.0,5,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8241,7bfa3b9308be4d40a0d8ec4ca87df770,220.02,37.58,182.44,F,52,736124,69000.0,3,0,3,0,3,3,0,0,3,0,0,0,0,0,1,0,1,0,0,1
8242,7c0215df3417415ca0c150bed1f88ca4,26.89,13.49,13.4,M,37,736664,50000.0,5,3,2,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0
8243,7c03888c7d2442c3bf00bdc22716e534,153.29,44.2,109.09,M,69,736045,32000.0,6,3,1,2,4,3,1,3,0,0,2,1,0,0,0,0,0,0,0,0
8244,7c0407a5b3bb4ea39bf1291e59682da5,181.37,92.88,88.49,M,41,736010,71000.0,6,3,2,1,5,5,0,3,2,0,0,2,0,0,0,2,0,0,1,0
8245,7c04f1c0d5764d878c4301062c245ecd,503.95,42.58,461.37,F,29,735818,45000.0,6,3,0,3,3,3,0,3,0,0,0,1,0,0,0,0,0,0,2,0
8246,7c05c2442570465b8b15352f397c7862,58.39,10.75,47.64,M,79,735701,66000.0,5,5,0,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0
8247,7c0744d096494b7f9f7277a2cf04272a,189.13,66.98,122.15,M,60,736252,97000.0,4,2,1,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,2,1
8248,7c0a8f9b191f40d3b5b478905495864a,41.05,5.61,35.44,M,59,736364,34000.0,5,3,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8249,7c17d1868a3b47fe9326f601a544a59e,68.59,21.83,46.76,M,65,736097,86000.0,4,1,2,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
8250,7c2384d9cb1d4226991554fc942a0963,15.67,0.0,15.67,M,49,736753,74000.0,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8251,7c258d18115d4641a3a18c14db7cd1c1,58.89,17.99,40.9,F,47,736619,40000.0,5,3,1,1,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0
8252,7c25d44106054da2887c0e8864b71185,202.96,72.44,130.52,F,70,735840,108000.0,6,2,4,0,5,3,2,1,2,0,0,0,0,1,0,2,0,0,0,0
8253,7c26e974fad34c159fbd3804e82e701e,147.38,59.79,87.59,M,41,736540,59000.0,5,3,1,1,4,4,0,3,1,0,1,0,0,1,0,1,0,0,1,0
8254,7c28c02a5067425dbaf0533a7bb4b053,128.24,76.96,51.28,F,71,736182,93000.0,5,2,2,1,4,4,0,2,2,0,1,1,0,0,0,0,0,0,0,2
8255,7c31e176638845f9b36b3b1b8ab574a1,103.08,52.9,50.18,F,39,735854,58000.0,4,2,2,0,3,3,0,2,1,0,1,0,0,0,0,0,0,0,1,1
8256,7c32f0e77e6d4b1d894030cb2de2c304,17.04,0.0,17.04,M,24,736853,35000.0,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8257,7c41da1a3b0840e59be7c540a25a1b97,4.53,0.0,4.53,M,61,736693,57000.0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,7c440751900c47b09434d4cf2695a392,142.25,59.87,82.38,F,56,736184,105000.0,4,1,3,0,3,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0
8259,7c4bd6eae0fd44428505bbea97ea43d7,308.07,54.38,253.69,F,82,736453,107000.0,4,0,2,2,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
8260,7c4c409ef7c34512bd3b5cc149dd7476,11.19,5.86,5.33,M,53,736738,44000.0,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8261,7c4d81fe67c04d2a85a315b4c6f6b140,254.16,62.44,191.72,M,53,736330,73000.0,6,3,1,2,4,3,1,3,0,0,0,0,0,0,0,0,0,0,3,0
8262,7c56d46290a54a3292077fd06ee66249,42.09,34.76,7.33,M,86,736014,56000.0,6,4,1,1,3,3,0,2,1,0,0,0,0,2,0,0,0,0,0,1
8263,7c5c8800b9ac44fc9bf8bff7eb2ecb7f,4.43,0.0,4.43,,118,736538,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8264,7c6243169906451d8450f63d9b8011d4,6.77,0.0,6.77,,118,736236,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8265,7c67fa6c747e41b784c0065e240eb3ec,14.88,5.7,9.18,,118,736474,,4,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8266,7c6e3fb8f20a444b949c6d94ace44f02,319.35,76.63,242.72,M,55,736319,73000.0,5,3,2,0,5,5,0,3,2,0,1,1,0,0,0,2,0,0,1,0
8267,7c71f8ffe26d47d996e8d2ac54cda7c6,148.92,38.47,110.45,F,68,736473,79000.0,5,3,0,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0
8268,7c7a0ab010024560945dd156099f3e28,162.68,36.63,126.05,F,72,736243,92000.0,5,3,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8269,7c7b10eebc78403589efb52b42a2caa1,214.79,65.83,148.96,F,63,736643,94000.0,3,2,1,0,2,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0
8270,7c7c606f0d884e90a07fa2b1702d811c,2.86,0.0,2.86,M,43,736788,34000.0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8271,7c8479d8241344f6a0c306621e191c75,488.77,482.11,6.66,M,50,735138,51000.0,6,2,1,3,2,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0
8272,7c8a7b0fc3724280a05585cec13c8a23,298.09,32.07,266.02,M,26,735852,72000.0,4,1,1,2,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0
8273,7c8e3c3dcf2849ec90b7b45a53b34812,134.08,27.87,106.21,M,64,736223,53000.0,4,3,1,0,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0
8274,7c8feb28723b4ef4922459f35a490a27,223.39,95.23,128.16,M,66,736378,72000.0,5,3,1,1,4,4,0,3,1,0,2,0,0,1,0,0,1,0,0,0
8275,7c93c4f106ce44c588022a2aa08df8ca,25.52,0.0,25.52,M,64,736619,63000.0,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8276,7c94c07c6760484a91be5c4da75f3e0a,117.56,36.91,80.65,F,82,736465,40000.0,3,2,1,0,3,3,0,2,1,0,0,0,0,0,0,1,0,0,2,0
8277,7c95e8f2829e4dea92e1b42a9a935bca,42.19,13.77,28.42,F,62,736013,31000.0,5,2,1,2,3,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0
8278,7c96df2772e7475dbc39fdb0137635af,91.78,26.7,65.08,M,52,736840,93000.0,3,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
8279,7ca26be2427d4ca6916d5798997361c6,8.41,0.0,8.41,M,59,736749,40000.0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8280,7ca349e55ff544c7a13addfdea2e2c06,18.2,0.0,18.2,,118,736569,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8281,7ca436d899d34e97baa0ef25dcc7918e,123.09,57.84,65.25,M,55,735406,81000.0,6,3,2,1,5,4,1,3,1,0,0,2,0,1,0,0,1,0,0,0
8282,7ca6bcfd20fc4b8488d8e7e590f0d44e,20.25,0.0,20.25,F,47,736850,39000.0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8283,7ca7aeaf87024c27bceba0e700a0d9cc,60.79,60.79,0.0,F,90,736730,95000.0,4,2,2,0,3,3,0,2,1,0,1,0,0,1,0,0,1,0,0,0
8284,7ca8a3cfaa7a4628a9523502c8af804f,112.88,67.19,45.69,F,78,736546,81000.0,5,3,2,0,5,3,2,2,1,0,0,1,0,0,0,1,0,0,1,0
8285,7cad9f630e4d47918d2b6160678db2f8,78.79,14.44,64.35,F,54,735939,86000.0,4,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8286,7cb1337e00ce4e6388650c06b1ce0eee,17.03,6.88,10.15,M,31,736556,43000.0,5,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8287,7cb8642dbbd34261babbce3da1ab8e33,160.24,10.54,149.7,F,83,736576,43000.0,5,1,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8288,7cbb10262ba7413da4d733b919d9c11d,10.54,0.0,10.54,M,31,736628,68000.0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8289,7cbd6bb87cb14d0998be226523da3a21,101.25,31.33,69.92,M,74,736738,38000.0,4,2,2,0,3,3,0,2,1,0,0,1,0,0,0,1,0,0,1,0
8290,7cc4980b7d9448c29b6895350467afb5,111.54,53.5,58.04,F,63,736559,115000.0,6,4,2,0,5,4,1,2,2,0,1,0,0,0,0,1,1,0,1,0
8291,7cca188abff447d0ae07fa3e8a8f1dda,20.0,0.0,20.0,,118,736784,,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8292,7ccc24617d014c90b96dda1ccb6aa90c,56.65,40.82,15.83,F,68,736720,55000.0,5,4,0,1,4,4,0,4,0,0,1,1,0,1,0,0,0,0,1,0
8293,7ccf7223c7e74779942493f85fee6b6d,54.23,18.06,36.17,M,51,735371,63000.0,6,3,0,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8294,7cd10d543a89477a80a758fc4d3657a1,47.95,6.6,41.35,M,27,736819,56000.0,4,3,1,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8295,7cd76249602d4423b9f7a30d26bb0637,32.12,13.26,18.86,,118,736047,,5,1,4,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0
8296,7cd7d18183fb45d1b5845c30810863d1,87.26,33.38,53.88,F,63,735886,57000.0,5,3,0,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0
8297,7cd890d4d691465aa25b683943a1c056,84.95,55.41,29.54,F,79,736871,93000.0,6,1,4,1,4,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0
8298,7cd93021f0324c289aeb1521a9425fbf,148.53,5.88,142.65,M,35,736488,35000.0,3,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8299,7cdea57245a842028ef6e87b255868a9,129.91,31.37,98.54,M,34,736735,70000.0,5,3,0,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0
8300,7ce0945d275b42a3ac29da1bd24cea07,131.08,13.21,117.87,M,42,736227,50000.0,3,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8301,7ce198d5265d469c9425cc91320e431b,15.16,0.0,15.16,M,51,736748,43000.0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,7cf26de9d6324edab6b15e19bda2bec7,26.74,0.0,26.74,M,71,736625,34000.0,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8303,7cf4c19a756644b08d9d82d2d7f9c46d,10.72,0.0,10.72,,118,736449,,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304,7cf6b89464fb460c9b3a2458d2471ab7,26.42,8.42,18.0,F,47,736468,42000.0,5,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
8305,7cfe16f1771d49949bb1003075194e27,171.12,59.79,111.33,M,76,735916,56000.0,5,2,2,1,4,4,0,2,2,0,0,1,0,0,0,1,0,0,1,1
8306,7d074f93492e43e6aa923e6516b449ab,171.37,36.21,135.16,F,50,735958,37000.0,5,1,3,1,4,3,1,1,2,0,0,0,0,0,0,1,1,0,1,0
8307,7d116e81569d46299471c18a615feea9,35.6,9.39,26.21,,118,735970,,5,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8308,7d13a4dbfdba4791a52aae70f57e9551,141.16,74.29,66.87,F,70,736157,81000.0,5,3,1,1,4,4,0,3,1,0,1,1,0,0,1,0,0,0,1,0
8309,7d14c8ecf4ed4f0e8b817a8614bfaaa4,53.9,5.98,47.92,F,77,736335,37000.0,5,1,2,2,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0
8310,7d170c59cd1e466982fc5a4dd852b3a7,46.01,35.54,10.47,M,70,736834,57000.0,4,3,1,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
8311,7d183634e42642e182e49f146a985fa0,67.78,10.37,57.41,F,44,735578,63000.0,5,3,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
8312,7d1c2653fbf846d59a5dbedbeaadafa6,102.3,42.82,59.48,M,53,736197,85000.0,4,2,1,1,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0
